localID;extractionDate;globalRating;positionOnRanking;sitesOnRanking;totalReviews;userName;userLocation;userContributions;tripType;reviewWritten;reviewVisited;reviewRating;reviewLanguage;reviewFullText
MAG032;2021-08-21 10:33:13.659;4.5;2;71;18392;The Travel Girl@Wel4life;Colleyville, TX;156;Couples;2019-01-15;2018-09-01;4;en;No matter what part of the palace that you visit, one has the ability to see the breath-taking Portugal views from the top.  This massive palace has two wings: the former Manueline monastery of the Order of St. Jerome and the wing built in the 19th century by King Ferdinand II. These wings are ringed by a third architectural structure that is a fantasized version of an imaginary castle, whose walls one can walk around and which comprises battlements, watchtowers, an entrance tunnel and even a drawbridge.Bring your camera because there are photo opps everywhere you turn. Also, comfortable shoes are suggested with steep inclines and stairs to overcome.
MAG021;2021-08-20 15:47:03.772;4.5;1;355;24454;Emmeira@Emmeira;;273;;2019-08-28;2018-09-01;3;en;I mean, it is nice and the view is great, but overall I expected much more. It can get very crowded.
MAG014;2021-08-20 14:27:17.006;4.5;3;726;30707;Kinynha@kinynha;;11;Family;2019-07-02;2018-09-01;5;en;Be sure, Save some days to do this zone, its full of History from the Discoveries of the New World, its a great monument from king D. Manuel II, a lot to see inside and out side.
MAG014;2021-08-20 14:28:01.601;4.5;3;726;30707;Emilian D@978emiliand;Bucharest, Romania;13;Couples;2019-06-06;2018-09-01;5;en;The place is full of history. Visiting the monastery might be time consuming due to the large number of tourists (queues). However, the stay could be sweetened by Pasteis the Belem - placed in the neighbourhood. Don't miss this too... 
MAG014;2021-08-20 14:28:01.725;4.5;3;726;30707;docandmaria@docandmaria;Lisbon, Portugal;73;Friends;2019-06-05;2018-09-01;5;en;This is an amazing work of architecture that rivals any and all  14th and 15th century buildings in Europe.  It is truly beautiful and massive.  Such a rich history of the Portuguese discoveries is represented in the statues.  It's free to visit and even sit and enjoy a Catholic Mass if you are there Sunday morning.  Always a beautiful service. 
MAG014;2021-08-20 14:28:01.803;4.5;3;726;30707;Isabel A@IsabelTM;Lisbon, Portugal;259;Friends;2019-06-05;2018-09-01;5;en;You cannot leave Lisbon without visiting the gem of the Manueline style built to commemorate the Discoveries. And afterwards, you should taste the pasteis de Belém in the original shop walking distance from the Monastery and the Church
MAG014;2021-08-20 14:29:39.644;4.5;3;726;30707;Marydele@Marydele;Vancouver;6;;2019-04-14;2018-09-01;5;en;A children's choir was singing, and the beautiful sound was amplified in this lovely cathedral. Very easy to walk to and around.
MAG014;2021-08-20 14:30:26.301;4.5;3;726;30707;zylig@zylig;Saint Paul, MN;91;Friends;2019-03-25;2018-09-01;4;en;The Jeronimos monastery is very busy with tourists well into the fall. However the intricate stone works make it a worthwhile visit. Our tour lacked a bit in color as I would have like to hear more about events and people involved in its history
MAG014;2021-08-20 14:30:49.208;4.5;3;726;30707;Panchami Shetty@panchamis2019;;42;Solo;2019-03-11;2018-09-01;4;en;Its not just the Monestry, the place around is also good with some famous cafe for custard tarts and walkable distance to Beleme with some beautiful building with colorful tiles beauty
MAG014;2021-08-20 14:31:31.456;4.5;3;726;30707;Jennifer P@jennympat;Lisbon, Portugal;21;Friends;2019-02-15;2018-09-01;5;en;Jeronimos is a very beautiful place, and the cloister is stunning. But go early, especially during the tourist season! You want to get there before the buses or be ready for a long line.
MAG014;2021-08-20 14:31:49.649;4.5;3;726;30707;johnnnita@johnnnita;Napa, CA;1737;Couples;2019-02-01;2018-09-01;5;en;"After touring Belem Tower and The Monument to the Discoveries, we walked across the street to Jeronimos Monastery (after a snack break).  This is another must when visiting historical Belem sites.  We did not spend time in the museum, only the monastery.  One can get jaded after seeing so many ancient cathedrals and churches.  However, this one seemed very special and historical in the context of the surrounding sites and history.  Again, it's very beneficial that you try to arrive early (although we didn't).  If can't do that, you could also arrange for a personal/private tour with guide.  This way your tickets are in advance and you can go to the head of the line.  Our guide really helped (Rui with My Lisbon Tours).  Once we entered, we walked into this amazing church with its extremely detailed walls, ceilings.  It just quite breathtaking for us.  Of course, the exterior entrance is also magnificent and detailed (south portal).  But, I digress.  Back inside, you can walk from one side to the other and take the time to admire and view the various historical sections.  This includes several of the famous historical figures crypts like Vasco de Gama, the great Portuguese poet Luis de Camoes, etc.  Also, take your time to view each section like the High Altar, High Choir with its ornate chairs, and of course the main church with its magnificent walls and ceiling, and the open interior yard called ""The Cloister""."
MAG014;2021-08-20 14:32:19.589;4.5;3;726;30707;Rob C@RobertAleksandrowicz;San Jose, CA;2115;Couples;2019-01-06;2018-09-01;5;en;Pièce de résistance of the Jeronimos Monastery. A wonderful piece of Gothic architecture. Well worth the visit, probably the best thing you'll see in Lisbon.
MAG014;2021-08-20 14:32:19.759;4.5;3;726;30707;c0verdale@c0verdale;Riverview, Canada;1037;Couples;2019-01-03;2018-09-01;4;en;This majestic building built in 1502 is a beautiful monastery, we were unfortunately unable to tour inside as it was closed on the day we were in Belem, so we just walked around and enjoyed the grounds.
MAG010;2021-08-20 13:17:13.599;4.0;6;726;36979;Emmeira@Emmeira;;273;;2019-08-28;2018-09-01;4;en;Loved Belem, even though too touristic and therefore chaotic. It is always crowded and thus need to queue to visit the inside.
MAG010;2021-08-20 13:17:44.381;4.0;6;726;36979;Barbora M.@barisek007;Liberec, Czech Republic;51;Family;2019-08-05;2018-09-01;4;en;Jak jsem již psala, must see, protože je to spolu s pomníkem symbol města. Je krásně bílá (stejně jako všechny památky ve městě). Nevím, jestli byla zrovna vyčištěná, ale rozhodně to bylo velmi neobvyklé a musím uznat, že na pohled byla krásná. Vevnitř jsme ale nebyli a jinak tam nebylo moc co dělat. Kousek je ale restaurace a bar, tak se mohl syn (tehdy 9 měsíců) alespoň poplazit po trávě.Must see, it is symbol of Lisabon. The tower is white. Like really white. Clean (as all the landmarks in the town). Don't know if it was just cleaned or what, but it was beautiful. However, we didn't go inside and there was nothing much to do outside, so we went to the near restaurant/bar, where our son (then 9 months) could crawl on a grass.
MAG010;2021-08-20 13:17:49.678;4.0;6;726;36979;Maria P@mariapE7042DX;Sydney, Australia;98;;2019-08-05;2018-09-01;5;en;A beautiful spot to visit on the harbour.  Many, many tourists around this historical site.  Local vendors taking advantage with food and wine trucks.  Only had a momentary visit as too busy to get close to ...
MAG010;2021-08-20 13:17:49.834;4.0;6;726;36979;ROBERTO t@ROBERTOt620;Sydney, Australia;46;;2019-08-04;2018-09-01;4;en;a nice walk along the river will lead you to the Belem Tower: a bit overcrowded, however definitely a must see when in Lisbon!
MAG010;2021-08-20 13:18:36.321;4.0;6;726;36979;moandpebs@moandpebs;Central Islip, NY;101;Couples;2019-07-09;2018-09-01;5;en;Visited in September, and didn't realize we got there about a 1/2 hour before close, but there was no line.  We got right in and there were so few visitors that we had clear access and were able to take some beautiful photos and enjoy the location without a lot of other people jostling for views.  We had taken the tram down and walked all the sights, and then afterward it was getting late, so we splurged and grabbed a few beers and took the water taxi back to Lisbon Centre where our hotel was.  The boat ride was a tour in itself, passing back by all the landmarks and the bridge and big jesus.  It was enjoyable.
MAG010;2021-08-20 13:19:34.029;4.0;6;726;36979;arlenalovetravel@arlenalovetravel;;56;Couples;2019-06-05;2018-09-01;5;en;"It was a pleasure to visit. My husband and I loved it because not only people lived at this tower but it also served as a watching post. The explanation was wonderful! We visited Lisbon in September; it wasn’t too hot or too cold but watching the sea from the tower’s windows filled me with peace."
MAG010;2021-08-20 13:19:39.929;4.0;6;726;36979;docandmaria@docandmaria;Lisbon, Portugal;73;Friends;2019-06-05;2018-09-01;5;en;For North Americans, South Africans, Australians and any other infant nation, seeing this architecture that is over 500 years old is a real treat.  The tower was once in the river and was a prison.  The land was recaptured to expand the water front, so now it sits very close to the waters edge.  You can visit, go inside and go to the top for a nice view of the surroundings.  Walking distance from Belem...just a shot walk through an underground tunnel and you are there. 
MAG010;2021-08-20 13:20:07.883;4.0;6;726;36979;Istanbuli@falhafidh;Istanbul, Turkey;71;Couples;2019-05-23;2018-09-01;4;en;If you have been to Disney, then you will recognise this castel replicated in Disney Land. Located at te corniche and is one of the stops of the Hopon Hopoff bus. It is also a great selfie opportunity.
MAG010;2021-08-20 13:20:41.418;4.0;6;726;36979;Iulia Niko@iulia_niko;;8;Family;2019-05-08;2018-09-01;5;en;"Highly recommend to take the time to visit the area, not only the tower, but also the Monastery, the park and the Monument to the Discoveries. I visited Lisbon several times and every time I took few hours to walk around this area, it's very pleasant view, ""recharging the batteries"""
MAG010;2021-08-20 13:23:16.001;4.0;6;726;36979;Maksim B@MaksimsReviews;Antwerp, Belgium;2936;Friends;2019-03-18;2018-09-01;5;en;The Belem tower is one of the highlights when in Lisbon. It takes a small ride with Uber from the centre of Lisbon to get there (or 30mins by tram), but it is worth the visit. Especially, if you go at sunset when taking pictures could be pretty cool. It will not be possible to enter then (as it closes quite early), so my advice would be get there in the late afternoon, visit it inside , then have some drinks and return for the sunset pictures.Speaking of inside, it is crowded and there is some waiting time, but it is totally worth the waiting.Definitely recommended!
MAG010;2021-08-20 13:23:27.081;4.0;6;726;36979;Panchami Shetty@panchamis2019;;42;Solo;2019-03-11;2018-09-01;3;en;if you do not have much time, then u can miss. If you are near Jarome Monastry then you can cover the area. a lot to walk around so wear your comfy shoes
MAG010;2021-08-20 13:24:07.807;4.0;6;726;36979;Carlos B@L9034OAcarlosb;Lisbon, Portugal;77;Family;2019-02-09;2018-09-01;5;en;Yet another survivor of Portugal`s former imperial glory, like Jerónimos Monastery it also is one of the highlights of the Manueline architectural style. Without much to be seen inside, its location is, however, one of the most pleasant ones, well worth a stroll on the neighborhood...as well as a visit to the tower itself, which has quite a view to the river...enjoy. :-)
MAG010;2021-08-20 13:24:07.842;4.0;6;726;36979;Jozcat@Jozcat;Perth, Australia;147;Couples;2019-02-09;2018-09-01;5;en;We'd had a very busy morning and found this place easy to get to on public transport from Benfica's football stadium.  The tide was out a little so we were able to walk on the little beach to get a bit closer, but would look spectacular when the tide is in.  Really nice gardens around here, and many other things to see close by.  Caught the tram back into the city - all really easy.
MAG010;2021-08-20 13:24:13.257;4.0;6;726;36979;johnnnita@johnnnita;Napa, CA;1737;Couples;2019-01-29;2018-09-01;4;en;"It was a smart thing to make advance reservations for a private tour.  This is an extremely popular tourist spot, and you will experience very long lines probably.  That is, you can avoid or minimize this by working with a local guide (which is what we did).  We tied it in with other major attractions within walking distance.  While this would not necessarily be our top pick of what we experienced in Belem, you still need to spend time and walk through this tower (as we learned one of many original towers used to guard Lisbon from marauders.  There are few of these and this is perhaps the most sustained.  Once you enter, you will walk through interiors where there are the fortifications for cannons; quite a few.  You will be able to pretty much walk through all the areas.  It's quite interesting to observe and understand how the tower guards worked and lived in Torre de Belem.  Be sure to walk the entire fortress, including the exterior areas to capture the detail and history of this site.  I apologize for bringing up this petty small item, but be aware that if you have to use their public restroom (not inside the tower, since there is none), you will have to pay .50 euro to access it.  Seems a little unnecessary since there is an admittance fee already for the tower.I mentioned the Tower was one of three historical attractions.  So, be sure to walk to and soak in the ""Monument of the Discoveries"" (we found this quite fabulous and breathtaking), and Jeronimos Monastery."
MAG010;2021-08-20 13:24:42.886;4.0;6;726;36979;c0verdale@c0verdale;Riverview, Canada;1037;Couples;2019-01-03;2018-09-01;4;en;This 16th-century tower is located along the Tagus river, unfortunately it was closed on the day we were in Belem but it looks to be very well kept. One of many attractions along the waterfront.
MAG093;2021-08-21 16:15:57.264;4.5;1;101;6805;Dimitris L@750dimitrisl;Sydney, Australia;29857;Couples;2019-04-10;2018-10-01;4;en;This mode of transport is really good for a few reasons. It's 'different', it's exciting, it's ideal for those who find walking up too many steps challenging. You do get to have some great aerial views that you would not otherwise have!  It is quite cheap and fast, as it only takes a few seconds to make the trip from street level to the top. If you feel well enough you can always take the steps on the return trip. It is much easier walking down!
MAG093;2021-08-21 16:15:57.374;4.5;1;101;6805;Dimitris L@750dimitrisl;Sydney, Australia;29857;Couples;2019-04-09;2018-10-01;5;en;This is a place out of this world! It's absolutely amazing. It's high on a hill, it's full of fresh air, it's full of surprises, it's good for your health, especially if you walk all those steps, up and then down, just as we did!!!  If you don't want to walk, then you can catch the funicular, with a ticket you buy on the spot. We caught public transport from Porto to visit this place. We first got the train from Porto to Braga and then caught a bus from outside Braga train station. Unfortunately I cannot remember the bus number, but this would not be hard to find out. We just googled for the information. Also you could ask locals, or at the Bus stop, and you should be able to find out. The cost was very small. We had lots of time at our disposal. We spent one day during which we travelled from Porto to Braga (by train), then to Bom Jesus (by bus) - return trip! We spent about 1 1/2 hours or so at Bom Jesus. We enjoyed walking up all those steps, every now and then stopping to enjoy the unbelievably wonderful views all around. And the views right in front of us, of the steps and then right at the very top, just incredibly beautiful! There is not a great deal you can do at the top, apart from looking around for a short time. There is a church and a few other buildings. There is also a hotel! There is a restaurant as well. And the gardens are lovely. This is a highly recommended visit.
MAG093;2021-08-21 16:16:03.458;4.5;1;101;6805;Ana B@anafbeja;Leiria, Portugal;52;Business;2019-03-03;2018-10-01;5;en;Good hill jesus is a must see in the city. It is preferable to visit at dusk when the sun is setting ..
MAG093;2021-08-21 16:16:10.145;4.5;1;101;6805;LL517LL@LL517LL;Bruges, Belgium;434;Solo;2019-01-01;2018-10-01;5;en;Took a day trip to Braga, while visiting Porto. This is an amazing religious sanctuary, the church was being renovated during my visit in October. But honestly I came for the beautiful stairs and the beautiful views of Braga. I parked my car uphill near the park and walked down to the church which is atop of the stairs. Walking down the stairs leads you to beautiful fountain and views of city, wear comfortable shoes because you have to eventually climb back the stairs lol, many tourists and people exercising. Very impressive site to site and should be visited and explored! Highly recommended! 
MAG049;2021-08-21 13:22:58.740;4.5;3;355;10859;ProfessorOnzaga@ProfessorOnzaga;Kenosha, WI;650;Solo;2019-04-06;2018-10-01;4;en;There is much to see on the river.  There are performers-- when I was visiting one day there was a young boy who was trying to earn money by jumping off the bridge into the river.  I stayed to watch for a bit, but got tired of waiting and walked away.  When I returned to that area, he had yet to jump!  Nevertheless, there are many restaurants, outdoor shopping kiosks, food vendors and gorgeous architecture along the river.  The latter is why I would recommend visiting the area.  So many colors.... gorgeous.  But it is quite a touristy area.....
MAG049;2021-08-21 13:22:59.213;4.5;3;355;10859;Dimitris L@750dimitrisl;Sydney, Australia;29848;Couples;2019-03-23;2018-10-01;5;en;This is a really beautiful area of Porto. It is important to note that this is also a typical Porto area, as there are other areas just as beautiful in Porto. We walked around Cais da Ribeira several times during our week-long stay in Porto and really enjoyed it very much. The river makes this section even more attractive. It's a very picturesque district with numerous cafes, restaurants,gift and tourist shops and other types of shops. And the visitors to the area are numerous as well and add a certain vibe to the whole place. The city is built on hills and there are countless narrow, medieval streets and alleyways that add so much character to the district. UNESCO has declared it a World Heritage Site!  And that beautiful bridge is a real wonder too. This is a must visit area.
MAG032;2021-08-21 10:27:43.968;4.5;2;71;18392;gabrielacoutinho87@gabrielacoutinho87;Sao Paulo, SP;33;;2019-09-03;2018-10-01;5;en;This is the most beautiful Palace i have been. At the top of Sintra, a small city full of palaces and green. Reserve at least 2-3h in this place. There is a cafeteria inside the palace where you may lunch and enjoy a great view. 
MAG032;2021-08-21 10:27:49.276;4.5;2;71;18392;Vickie M@VickieMontreal;Montreal;3;;2019-09-03;2018-10-01;5;en;Sintra and the the Pena Palace are a must see in Portugal.  We enjoyed the hike up and a bus ride down after visiting the gardens of the palace.
MAG032;2021-08-21 10:30:00.791;4.5;2;71;18392;ProfessorOnzaga@ProfessorOnzaga;Kenosha, WI;650;Solo;2019-06-13;2018-10-01;4;en;Do I think that the trip to Sintra was worth my time?  Probably, just for a few hours.  If one is well travelled in Europe and has visited various castles in France, Germany, Vienna, etc., then the Palace of Pena will not be so stimulating.  It is lovely, and I enjoyed some features such as the gargoyles and the chandeliers.  Otherwise, it was nice but nothing extraordinary regarding a castle.  And the crowd.... that was a bit much.  The line is very long. If your time in the Lisbon area is limited, I would think twice about stopping here rather than visiting some of the museums in the city.  Nevertheless, it's lovely
MAG032;2021-08-21 10:32:24.081;4.5;2;71;18392;bathtravel123@bathtravel123;Bath, ME;333;Couples;2019-03-17;2018-10-01;5;en;The Palace of Pena are an important part of Sintra's World Heritage site, and represents a fine example of 19th century Portuguese Romanticism.  It is a trek up to the the Palace, but well worth every step.
MAG032;2021-08-21 10:32:30.197;4.5;2;71;18392;Ashley P@AshyMichelle;Wellington, New Zealand;5;Friends;2019-03-08;2018-10-01;5;en;"This is definitely a must see and one my favourite places I have visited on my travels!After travelling for months buildings start to all look the same but not this one!The architecture of Pena Palace is breathtaking and the colours, I couldn't believe how beautiful it is. Pictures don't do it justice.Although we didn't pay to go into the palace its self you can see enough with just the entry into the park.Helpful tip,you can go into part of the palace and get through to the other side to see the views without paying the extra for the ""Palace entry"". You get the park entry ticket and go out to the palace to the restaurant and you can walk through/round the top of the palace."
MAG032;2021-08-21 10:33:19.728;4.5;2;71;18392;Shawnino@Shawnino;Halifax, Canada;172;Couples;2019-01-08;2018-10-01;3;en;Fine to gaze up at, but there's no easy way to roll up to the venue. Gotta go on foot, and that was beyond me, as it might be beyond anyone not in great shape. 
MAG032;2021-08-21 10:33:31.242;4.5;2;71;18392;Jannie1976@Jannie1976;New York City, NY;87;Couples;2019-01-03;2018-10-01;3;en;Interesting architecture but overcrowded. My hubby and I visited this palace in October 2018. We thought that this place is not so crowded anymore around this time but boy we were wrong. Buying admission ticket in advance did not help. The problem was the crowd management the moment we entered the gate. No visible signs, no staff to manage the crowd. We literally felt trapped. The only thing that kept us going was the thought that we already came a long way, why give up at that point. Just heads up, if you wish to see the inside of the palace - do not leave the line. Take pictures of the exterior after you see the interior of the palace.  It’s tempting to stop for photo op when you get to the second landing but it’s a nightmare to get back on the line. If I have another chance to visit this place again, I will skip viewing the interior of the palace. I’ve been to many palaces in Europe, so I reckon this one is not that spectacular anymore. The view from the balcony was very scenic. We also enjoyed the tuktuk ride on our way up and and down.
MAG021;2021-08-20 15:46:44.435;4.5;1;355;24454;peterwoods2018@peterwoods2018;Mayenne, France;17;;2019-09-08;2018-10-01;4;en;Fascinating structure connecting Porto to the other side of the Douro where all the port warehouses are situated. It's looks are explained by the fact that it is believed to have been designed by a student of Gustave Eiffel. The top deck is now reserved for the metro and pedestrians. The views from the top deck are simply fantastic.
MAG021;2021-08-20 15:48:28.921;4.5;1;355;24454;rick nega@ricknega123;;6;;2019-07-04;2018-10-01;4;en;You cross this bridge by riding a cabin which moves across on cables.  It is a cable car that never goes up. There are quicker ways to cross now days but the locals still like to ride for old times sake. You should too.
MAG021;2021-08-20 15:50:33.773;4.5;1;355;24454;vascot2017@vascot2017;;6;Solo;2019-04-07;2018-10-01;4;en;The bridge is the face of two cities.Walking across the steel and above the final meters of the river that comes from Spain is never a small experience.
MAG021;2021-08-20 15:50:53.907;4.5;1;355;24454;bathtravel123@bathtravel123;Bath, ME;333;Couples;2019-03-16;2018-10-01;4;en;No admission fee...and a walk across the bridge offers a great view of the old city as well as the port district below in Gala.  So what is there not to like?!!
MAG021;2021-08-20 15:51:10.387;4.5;1;355;24454;ProfessorOnzaga@ProfessorOnzaga;Kenosha, WI;650;Solo;2019-02-26;2018-10-01;4;en;If one can get past the tourists, the area of the Ponte de Dom Luis is lovely.  The views from both sides are beautiful.  Walking across the bridge can be a bit nail biting, particularly if you have a fear of height and bridges, as do I.  I won't do that again!
MAG021;2021-08-20 15:51:16.141;4.5;1;355;24454;Flamingo14@Flamingo14;Formby, UK;693;Friends;2019-02-21;2018-10-01;5;en;Firstly we went across the bottom part of the bridge and saw some brave people jumping into the water! Not sure if this was allowed but they had gathered a huge crowd. There were some great views from here and we walked down some market stalls on the riverside. We then went to the viewpoint at Serra Do Pilar and walked across the bridge and back again to watch the sunset, it was beautiful and the views from the top were simply stunning. The trains run over the top of the bridge too but there are pedestrian walkways on both sides.
MAG021;2021-08-20 15:51:21.794;4.5;1;355;24454;Atul Bhopale@AtulB274;;63;;2019-02-13;2018-10-01;5;en;Porto as it is is a lovely city.  This place is situated right on the bank of the river. Generally across the river are high end restaurants and Port Wine Cellers
MAG014;2021-08-20 14:25:28.395;4.5;3;726;30707;kvero@bkvero;Budapest, Hungary;47;;2019-09-19;2018-10-01;5;en;Portugal's history, architecture and art history in one huge building. Beautiful the building itself, and if you go in you can see pieces of history like tombs of the most iconic personalities of the Portuguese history, like Luis de Camoes and Vasco da Gama. It worth it to go with a Portuguese or a tour guide, who explains history. Also has those typical Portuguese tiles.
MAG014;2021-08-20 14:27:50.131;4.5;3;726;30707;ProfessorOnzaga@ProfessorOnzaga;Kenosha, WI;650;Solo;2019-06-13;2018-10-01;5;en;Just stand outside of this building and observe it!  Walk a distance away and see the detail.  Move closer and walk under the arches, near the walls.  Understand that this was all carved by hand, not machine.  What an extraordinary piece of architecture.  I think that my mouth was agape the entire time.  The interior is lovely... but not as ornate as the interiors of churches in North Portugal.  Yet, those who are interned there.... Vasco de Gama!  I was so excited about seeing the tomb of Vasco de Gama! Henry of Navarre!  Wow!  This is a site that one cannot miss when in Lisbon!  I feel so very fortunate to have been able to see this site.
MAG014;2021-08-20 14:29:33.390;4.5;3;726;30707;tforturton@tforturton;Cardiff, UK;56;;2019-04-16;2018-10-01;4;en;You get here on the tram from the centre. It's a fair old way, so don't think about walking. When we arrived, the queue for this place was long. It took us a while to figure out that there were actually two queues - one for the monastery, and one for the church next door. The church one was moving more quickly, and it was free to get in, so we went in there and had a look around. Very impressive, and nice and cool after the heat outside. Note that you can't get into the church from the monastery (or vice versa), though you do end up at one point looking down into it.Anyway, we came back out, looked at the monastery queue, and decided to go visit the Navigators Memorial instead (just across the park, by the river). I might write a review of that some time. Then we went to see the Belem Tower, had some lunch, and started to walk back towards to monastery. By this time it was lunch-time, and it seems the crowds had all gone to eat. Yes, we had to queue, but not for too long, and we were finally inside.Architecturally, this place is a masterpiece. I kept looking at the stonework, and wondering how on earth they did it. but there is very little else to see. No pictures, no furniture, no history - nothing, Just the building - though to be fair it's pretty spectacular. it's also a lot smaller than you expect, though I guess there must be some parts that you're simply not allowed to enter. So - worth the effort? Definitely. 
MAG014;2021-08-20 14:29:45.487;4.5;3;726;30707;theinnerpath@theinnerpath;Ponta Delgada, Portugal;16;;2019-04-13;2018-10-01;5;en;This is a beautiful monastery to visit. Start early or buy your tickets on line to beat the crowds. And prepare to be blown away. This beautiful Building has hidden gems once a hermetic school has all the hidden symbols. Not to mention the building itself is beautiful.
MAG014;2021-08-20 14:30:43.206;4.5;3;726;30707;bathtravel123@bathtravel123;Bath, ME;333;Couples;2019-03-17;2018-10-01;4;en;...But move next door to the left of the main entrance to the adjoining museum on site, where there are no lines and one can purchase tickets in a few minutes  (this seems to be a well kept secret!)  The church is free and does not require an entrance fee.  However, if you're into monasteries, this site is well preserved and of interest.
MAG014;2021-08-20 14:31:06.477;4.5;3;726;30707;gary.sandy c@garysandyc2016;;17;Couples;2019-03-03;2018-10-01;5;en;This monastery was dedicated to St. Jerome and was financed from the income generated from the New World. There is also a large cathedral connected to the monastery which contains the supposed remains of some of the most important explores of Portugal. The burial crypts of Vasco de Gamma and Magellan are well appointed and many visitors stop and take their photo.Thankfully we were with a tour and did not have to stand in the long line that stretched almost around the corner of the cathedral. This was well worth the visit.
MAG014;2021-08-20 14:31:37.587;4.5;3;726;30707;bjay3@bjay3;Toronto, Canada;297;Couples;2019-02-09;2018-10-01;5;en;This is a beautiful place with amazing architecture. Chushc is interesting with all it's history. Great area to walk across to the tower and along the river.
MAG014;2021-08-20 14:31:49.384;4.5;3;726;30707;John E@JohnE142;Silver Spring Maryland;54;Couples;2019-02-04;2018-10-01;5;en;Breathtaking in its artistry and its impressive size.  Be sure to take in the sacristy as well as the general church.  Well worth the visit.
MAG014;2021-08-20 14:31:55.603;4.5;3;726;30707;Thomas V@TV2451;Oakland, California;10749;;2019-01-30;2018-10-01;4;en;This is on the A-list of tourist sites in the region, so be prepared for big crowds and long lines.  We did enjoy the architecture and the beauty.
MAG014;2021-08-20 14:32:04.296;4.5;3;726;30707;Webop@Webop;Northern California;34;;2019-01-15;2018-10-01;5;en;The intricate stone carvings that are both scary and fun to see as the carvers added little personal details that were just a delight to see. Get tickets early, there are long lines
MAG014;2021-08-20 14:32:10.322;4.5;3;726;30707;DJSmit6@DJSmit6;Palm Coast, FL;39;Couples;2019-01-08;2018-10-01;5;en;Took the bus to Belem from central Lisbon. It stops about 200 meters from the entrance to monastery. We were there at the end of October and the line was enormous. Not sure if they offer a skip the line advance purchase option. Anyway after 45 minutes we were in. Guidebooks can give a better description than I can so I'll just say the place is impressive. With a little imagination you can see how it could be a spot of meditation and contemplation for the monks.
MAG010;2021-08-20 13:16:29.709;4.0;6;726;36979;kvero@bkvero;Budapest, Hungary;47;;2019-09-19;2018-10-01;4;en;If you're interested in Portugal's history, and culture, you must visit Torre de Belém. Also its architecture is very special and interesting - manuelino. As far as I know there is an entrance, but not sure if its reasonable. It worth it to buy one and go in maybe once, if you're really interested, but nothing special is in there. I think its enough to see from the outside.
MAG010;2021-08-20 13:17:02.755;4.0;6;726;36979;gabrielacoutinho87@gabrielacoutinho87;Sao Paulo, SP;33;;2019-09-03;2018-10-01;5;en;Beautiful in photograpy but even more special in presence. Talk a walk by the river and watch the sunset here.
MAG010;2021-08-20 13:20:24.322;4.0;6;726;36979;ProfessorOnzaga@ProfessorOnzaga;Kenosha, WI;650;Solo;2019-05-17;2018-10-01;3;en;This site is lovely from the outside, but I felt unnecessary to visit inside.  Not much to see. Yet, take a tour and walk/drive past it.  It is worth it.
MAG010;2021-08-20 13:23:38.082;4.0;6;726;36979;gary.sandy c@garysandyc2016;;17;Couples;2019-03-03;2018-10-01;5;en;The Tower of Belem sits at the mouth of the Tagus River and was a way for the king to collect taxes from ships returning from various parts of the world as well as a defence for Lisbon's harbour. It is said that the king of Portugal would stand at the top of the tower and wave to the many explores that left the harbour to sail the world and claim land in the name of the king of Portugal. The explorers would return with new found treasures, goods, plants, and tales of their explorations.Just think that you are standing in a place where history was made long before you were born.
MAG010;2021-08-20 13:23:43.573;4.0;6;726;36979;LauQC2013@LauQC2013;Montreal, Canada;45;Couples;2019-02-26;2018-10-01;5;en;We loved out visit in Belem. Lovely sights. Well worth going although it's a little outside the city. We would have missed out if we hadn't gone. Travelled here by public transport- very easy.
MAG049;2021-08-21 13:22:13.138;4.5;3;355;10859;MikeJennyQ@MikeJennyQ;Onalaska, WI;770;Couples;2019-06-15;2018-11-01;5;en;Super energy bustling pubs and restaurants.  Was a major soccer game on and fans in both teams colors drinking singing team songs boasting and a few loud discussions.  Was like hometown during a Super Bowl.  Generally well behaved but kept going into evening suspect might get raucous on this kind of event.
MAG047;2021-08-21 13:09:57.383;5.0;1;71;13342;Olympia B@Olympia_Ba;Crete, Greece;321;;2019-10-20;2018-11-01;5;en;Lovely place to walk around in the gardens and nature we enjoyed it thoroughly. Absolutely mindblowing place, probably the place we loved the most in Sintra.
MAG047;2021-08-21 13:12:21.773;5.0;1;71;13342;Cecilia See@cclia_see;Singapore, Singapore;147;Friends;2019-06-02;2018-11-01;4;en;The site is within walking distance from the town.  This place is really worth visiting as they've several famous iconic attractions in it (such as the Initiation Well and the Regaleira Palace).  However, be prepared as it's crowded.
MAG047;2021-08-21 13:12:45.055;5.0;1;71;13342;Bayard_patty@Bayard_patty;Clarington, Canada;21;;2019-05-07;2018-11-01;5;en;Amazing grounds!!  Not to be missed.  Recommend going early in the day to avoid the crowds.  You could wander around for hours here and even enjoy a nice lunch
MAG047;2021-08-21 13:13:02.933;5.0;1;71;13342;Dora@State_Ioana;Galati, Romania;24;Friends;2019-04-15;2018-11-01;5;en;It was the most beautiful garden/ forest I have ever seen in my life. We went in November but still the garden was all green and full of colors. It even had a waterfall and a cave. You need at least half a day to walk through the enchanted forest. It`s a must see in Portugal
